year,circuit,overtaking_driver_number,overtaken_driver_number,overtaking_acronym,overtaken_acronym,events,clean_events
2024,Miami,24,20,ZHO,MAG,3,3
2024,Miami,24,23,ZHO,ALB,3,2
2024,Miami,24,27,ZHO,HUL,1,0
2024,Miami,24,31,ZHO,OCO,2,0
2024,Miami,24,44,ZHO,HAM,1,0
2024,Miami,24,63,ZHO,RUS,2,1
2024,Miami,24,77,ZHO,BOT,2,1
2024,Miami,24,81,ZHO,PIA,1,0
2024,Miami,27,3,HUL,RIC,1,1
2024,Miami,27,4,HUL,NOR,1,0
2024,Miami,27,10,HUL,GAS,1,1
2024,Miami,27,14,HUL,ALO,2,0
2024,Miami,27,18,HUL,STR,1,0
2024,Miami,27,20,HUL,MAG,1,0
2024,Miami,27,23,HUL,ALB,1,1
2024,Miami,27,24,HUL,ZHO,1,1
2024,Miami,27,31,HUL,OCO,1,0
2024,Miami,27,44,HUL,HAM,3,2
2024,Miami,27,63,HUL,RUS,1,0
2024,Miami,27,77,HUL,BOT,1,0
2024,Miami,27,81,HUL,PIA,1,0
2024,Miami,31,3,OCO,RIC,1,0
2024,Miami,31,4,OCO,NOR,1,0
2024,Miami,31,10,OCO,GAS,5,3
2024,Miami,31,11,OCO,PER,1,0
2024,Miami,31,14,OCO,ALO,5,3
2024,Miami,31,18,OCO,STR,2,0
2024,Miami,31,23,OCO,ALB,2,1
2024,Miami,31,24,OCO,ZHO,1,0
2024,Miami,31,27,OCO,HUL,2,1
2024,Miami,31,63,OCO,RUS,2,0
2024,Miami,31,81,OCO,PIA,1,0
2024,Miami,44,4,HAM,NOR,1,0
2024,Miami,44,11,HAM,PER,1,0
2024,Miami,44,14,HAM,ALO,1,0
2024,Miami,44,16,HAM,LEC,1,0
2024,Miami,44,18,HAM,STR,1,0
2024,Miami,44,20,HAM,MAG,4,4
2024,Miami,44,22,HAM,TSU,3,2
2024,Miami,44,24,HAM,ZHO,1,0
2024,Miami,44,27,HAM,HUL,3,3
2024,Miami,44,63,HAM,RUS,2,2
2024,Miami,44,81,HAM,PIA,1,0
2024,Miami,55,1,SAI,VER,1,0
2024,Miami,55,3,SAI,RIC,1,1
2024,Miami,55,16,SAI,LEC,2,1
2024,Miami,55,81,SAI,PIA,3,3
2024,Miami,63,3,RUS,RIC,1,1
2024,Miami,63,4,RUS,NOR,1,0
2024,Miami,63,11,RUS,PER,1,0
2024,Miami,63,14,RUS,ALO,1,0
2024,Miami,63,18,RUS,STR,2,0
2024,Miami,63,22,RUS,TSU,1,1
2024,Miami,63,24,RUS,ZHO,1,0
2024,Miami,63,27,RUS,HUL,1,0
2024,Miami,63,31,RUS,OCO,2,1
2024,Miami,63,81,RUS,PIA,1,0
2024,Miami,77,2,BOT,SAR,2,1
2024,Miami,77,4,BOT,NOR,1,0
2024,Miami,77,10,BOT,GAS,1,0
2024,Miami,77,14,BOT,ALO,1,1
2024,Miami,77,18,BOT,STR,1,0
2024,Miami,77,20,BOT,MAG,2,2
2024,Miami,77,23,BOT,ALB,2,0
2024,Miami,77,24,BOT,ZHO,1,0
2024,Miami,77,27,BOT,HUL,1,0
2024,Miami,77,31,BOT,OCO,1,0
2024,Miami,77,81,BOT,PIA,1,0
2024,Miami,81,1,PIA,VER,1,0
2024,Miami,81,3,PIA,RIC,2,2
2024,Miami,81,4,PIA,NOR,1,0
2024,Miami,81,11,PIA,PER,1,0
2024,Miami,81,16,PIA,LEC,1,1
2024,Miami,81,20,PIA,MAG,1,1
2024,Miami,81,23,PIA,ALB,1,0
2024,Miami,81,24,PIA,ZHO,1,0
2024,Miami,81,55,PIA,SAI,3,3
2024,Miami,81,77,PIA,BOT,1,1
2024,Monte Carlo,1,55,VER,SAI,1,0
2024,Monte Carlo,2,18,SAR,STR,1,0
2024,Monte Carlo,2,24,SAR,ZHO,1,1
2024,Monte Carlo,2,31,SAR,OCO,1,0
2024,Monte Carlo,2,55,SAR,SAI,1,1
2024,Monte Carlo,2,77,SAR,BOT,1,0
2024,Monte Carlo,3,18,RIC,STR,1,0
2024,Monte Carlo,3,31,RIC,OCO,1,0
2024,Monte Carlo,3,55,RIC,SAI,1,1
2024,Monte Carlo,4,55,NOR,SAI,1,1
2024,Monte Carlo,10,23,GAS,ALB,1,0
2024,Monte Carlo,10,31,GAS,OCO,1,0
2024,Monte Carlo,10,55,GAS,SAI,1,0
2024,Monte Carlo,14,3,ALO,RIC,1,0
2024,Monte Carlo,14,18,ALO,STR,1,0
2024,Monte Carlo,14,31,ALO,OCO,1,0
2024,Monte Carlo,14,55,ALO,SAI,1,1
2024,Monte Carlo,18,2,STR,SAR,1,0
2024,Monte Carlo,18,3,STR,RIC,1,1
2024,Monte Carlo,18,24,STR,ZHO,1,0
2024,Monte Carlo,18,31,STR,OCO,1,0
2024,Monte Carlo,18,55,STR,SAI,1,0
2024,Monte Carlo,20,24,MAG,ZHO,1,0
2024,Monte Carlo,20,27,MAG,HUL,1,0
2024,Monte Carlo,22,55,TSU,SAI,1,0
2024,Monte Carlo,23,10,ALB,GAS,1,1
2024,Monte Carlo,23,55,ALB,SAI,1,0
2024,Monte Carlo,24,2,ZHO,SAR,1,0
2024,Monte Carlo,24,11,ZHO,PER,1,0
2024,Monte Carlo,24,18,ZHO,STR,1,0
2024,Monte Carlo,24,20,ZHO,MAG,1,0
2024,Monte Carlo,24,27,ZHO,HUL,1,0
2024,Monte Carlo,24,31,ZHO,OCO,1,0
2024,Monte Carlo,24,77,ZHO,BOT,1,0
2024,Monte Carlo,27,11,HUL,PER,1,1
2024,Monte Carlo,27,20,HUL,MAG,1,1
2024,Monte Carlo,27,24,HUL,ZHO,1,0
2024,Monte Carlo,31,10,OCO,GAS,1,1
2024,Monte Carlo,31,55,OCO,SAI,1,0
2024,Monte Carlo,44,55,HAM,SAI,1,0
2024,Monte Carlo,63,55,RUS,SAI,1,1
2024,Monte Carlo,77,2,BOT,SAR,2,0
2024,Monte Carlo,77,11,BOT,PER,1,1
2024,Monte Carlo,77,18,BOT,STR,1,0
2024,Monte Carlo,77,31,BOT,OCO,1,0
2024,Monte Carlo,77,55,BOT,SAI,1,1
2024,Montreal,1,4,VER,NOR,2,0
2024,Montreal,1,63,VER,RUS,1,1
2024,Montreal,2,10,SAR,GAS,1,0
2024,Montreal,2,11,SAR,PER,1,0
2024,Montreal,2,31,SAR,OCO,1,0
2024,Montreal,2,55,SAR,SAI,1,1
2024,Montreal,2,77,SAR,BOT,1,0
2024,Montreal,3,10,RIC,GAS,1,0
2024,Montreal,3,11,RIC,PER,1,0
2024,Montreal,3,20,RIC,MAG,1,0
2024,Montreal,3,22,RIC,TSU,1,1
2024,Montreal,3,23,RIC,ALB,1,0
2024,Montreal,3,24,RIC,ZHO,1,0
2024,Montreal,3,27,RIC,HUL,3,1
2024,Montreal,3,31,RIC,OCO,1,1
2024,Montreal,3,55,RIC,SAI,1,0
2024,Montreal,4,1,NOR,VER,2,1
2024,Montreal,4,44,NOR,HAM,1,1
2024,Montreal,4,63,NOR,RUS,3,2
2024,Montreal,4,81,NOR,PIA,1,1
2024,Montreal,10,2,GAS,SAR,2,2
2024,Montreal,10,3,GAS,RIC,1,1
2024,Montreal,10,11,GAS,PER,2,2
2024,Montreal,10,16,GAS,LEC,1,0
2024,Montreal,10,20,GAS,MAG,2,2
2024,Montreal,10,22,GAS,TSU,1,1
2024,Montreal,10,23,GAS,ALB,1,0
2024,Montreal,10,24,GAS,ZHO,1,0
2024,Montreal,10,27,GAS,HUL,2,1
2024,Montreal,10,31,GAS,OCO,1,1
2024,Montreal,10,55,GAS,SAI,1,0
2024,Montreal,10,77,GAS,BOT,4,4
2024,Montreal,11,2,PER,SAR,2,2
2024,Montreal,11,3,PER,RIC,1,1
2024,Montreal,11,10,PER,GAS,2,1
2024,Montreal,11,16,PER,LEC,1,0
2024,Montreal,11,20,PER,MAG,1,1
2024,Montreal,11,24,PER,ZHO,1,0
2024,Montreal,11,27,PER,HUL,2,0
2024,Montreal,11,77,PER,BOT,2,1
2024,Montreal,14,3,ALO,RIC,1,1
2024,Montreal,14,20,ALO,MAG,1,0
2024,Montreal,14,44,ALO,HAM,1,0
2024,Montreal,16,18,LEC,STR,1,1
2024,Montreal,16,20,LEC,MAG,1,0
2024,Montreal,16,22,LEC,TSU,1,1
2024,Montreal,16,23,LEC,ALB,1,1
2024,Montreal,16,27,LEC,HUL,1,0
2024,Montreal,18,3,STR,RIC,1,0
2024,Montreal,18,16,STR,LEC,1,1
2024,Montreal,18,20,STR,MAG,1,0
2024,Montreal,18,22,STR,TSU,1,1
2024,Montreal,18,27,STR,HUL,1,1
2024,Montreal,18,44,STR,HAM,1,0
2024,Montreal,20,2,MAG,SAR,1,1
2024,Montreal,20,3,MAG,RIC,1,1
2024,Montreal,20,10,MAG,GAS,1,0
2024,Montreal,20,11,MAG,PER,1,1
2024,Montreal,20,16,MAG,LEC,2,1
2024,Montreal,20,18,MAG,STR,1,1
2024,Montreal,20,22,MAG,TSU,2,2
2024,Montreal,20,23,MAG,ALB,2,2
2024,Montreal,20,24,MAG,ZHO,1,0
2024,Montreal,20,27,MAG,HUL,1,0
2024,Montreal,20,44,MAG,HAM,1,1
2024,Montreal,20,55,MAG,SAI,2,2
2024,Montreal,20,77,MAG,BOT,2,2
2024,Montreal,20,81,MAG,PIA,1,1
2024,Montreal,22,3,TSU,RIC,1,0
2024,Montreal,22,16,TSU,LEC,1,1
2024,Montreal,22,18,TSU,STR,1,0
2024,Montreal,22,20,TSU,MAG,1,0
2024,Montreal,22,23,TSU,ALB,2,1
2024,Montreal,22,27,TSU,HUL,1,0
2024,Montreal,22,44,TSU,HAM,1,0
2024,Montreal,23,16,ALB,LEC,1,1
2024,Montreal,23,20,ALB,MAG,1,0
2024,Montreal,23,22,ALB,TSU,2,2
2024,Montreal,23,27,ALB,HUL,2,0
2024,Montreal,23,31,ALB,OCO,1,1
2024,Montreal,23,44,ALB,HAM,1,0
2024,Montreal,24,2,ZHO,SAR,1,1
2024,Montreal,24,3,ZHO,RIC,1,0
2024,Montreal,24,10,ZHO,GAS,1,0
2024,Montreal,24,11,ZHO,PER,2,0
2024,Montreal,24,16,ZHO,LEC,1,0
2024,Montreal,24,20,ZHO,MAG,1,0
2024,Montreal,24,23,ZHO,ALB,1,0
2024,Montreal,24,27,ZHO,HUL,2,1
2024,Montreal,24,55,ZHO,SAI,2,1
2024,Montreal,24,77,ZHO,BOT,1,0
2024,Montreal,27,2,HUL,SAR,1,1
2024,Montreal,27,3,HUL,RIC,3,2
2024,Montreal,27,10,HUL,GAS,2,1
2024,Montreal,27,11,HUL,PER,3,2
2024,Montreal,27,16,HUL,LEC,2,1
2024,Montreal,27,18,HUL,STR,1,1
2024,Montreal,27,20,HUL,MAG,2,0
2024,Montreal,27,22,HUL,TSU,2,2
2024,Montreal,27,23,HUL,ALB,3,2
2024,Montreal,27,24,HUL,ZHO,2,2
2024,Montreal,27,44,HUL,HAM,1,1
2024,Montreal,27,55,HUL,SAI,3,2
2024,Montreal,27,77,HUL,BOT,1,0
2024,Montreal,31,2,OCO,SAR,2,2
2024,Montreal,31,3,OCO,RIC,1,0
2024,Montreal,31,10,OCO,GAS,1,1
2024,Montreal,31,11,OCO,PER,1,1
2024,Montreal,31,16,OCO,LEC,1,0
2024,Montreal,31,20,OCO,MAG,1,0
2024,Montreal,31,22,OCO,TSU,1,1
2024,Montreal,31,23,OCO,ALB,2,1
2024,Montreal,31,27,OCO,HUL,1,0
2024,Montreal,31,44,OCO,HAM,1,0
2024,Montreal,31,55,OCO,SAI,1,0
2024,Montreal,44,3,HAM,RIC,1,1
2024,Montreal,44,4,HAM,NOR,1,1
2024,Montreal,44,14,HAM,ALO,2,0
2024,Montreal,44,18,HAM,STR,1,0
2024,Montreal,44,20,HAM,MAG,1,0
2024,Montreal,44,22,HAM,TSU,1,0
2024,Montreal,44,23,HAM,ALB,1,0
2024,Montreal,44,27,HAM,HUL,1,1
2024,Montreal,44,31,HAM,OCO,1,0
2024,Montreal,44,63,HAM,RUS,1,1
2024,Montreal,44,81,HAM,PIA,1,1
2024,Montreal,55,2,SAI,SAR,1,1
2024,Montreal,55,3,SAI,RIC,1,1
2024,Montreal,55,16,SAI,LEC,1,0
2024,Montreal,55,20,SAI,MAG,1,0
2024,Montreal,55,23,SAI,ALB,1,1
2024,Montreal,55,24,SAI,ZHO,1,0
2024,Montreal,55,27,SAI,HUL,2,0
2024,Montreal,55,77,SAI,BOT,1,0
2024,Montreal,63,4,RUS,NOR,2,1
2024,Montreal,63,44,RUS,HAM,1,1
2024,Montreal,63,81,RUS,PIA,2,2
2024,Montreal,77,2,BOT,SAR,2,2
2024,Montreal,77,10,BOT,GAS,4,2
2024,Montreal,77,11,BOT,PER,3,2
2024,Montreal,77,16,BOT,LEC,1,0
2024,Montreal,77,20,BOT,MAG,2,1
2024,Montreal,77,22,BOT,TSU,1,1
2024,Montreal,77,23,BOT,ALB,1,1
2024,Montreal,77,24,BOT,ZHO,1,0
2024,Montreal,77,27,BOT,HUL,1,0
2024,Montreal,77,55,BOT,SAI,2,1
2024,Montreal,81,4,PIA,NOR,1,1
2024,Montreal,81,20,PIA,MAG,1,0
2024,Montreal,81,63,PIA,RUS,2,1
2024,Monza,1,4,VER,NOR,2,0
2024,Monza,1,11,VER,PER,1,0
2024,Monza,1,31,VER,OCO,1,1
2024,Monza,1,44,VER,HAM,2,0
2024,Monza,1,55,VER,SAI,1,0
2024,Monza,1,63,VER,RUS,1,1
2024,Monza,1,81,VER,PIA,1,0
2024,Monza,3,10,RIC,GAS,1,1
2024,Monza,3,14,RIC,ALO,2,0
2024,Monza,3,18,RIC,STR,1,0
2024,Monza,3,24,RIC,ZHO,1,0
2024,Monza,3,27,RIC,HUL,1,0
2024,Monza,3,31,RIC,OCO,1,0
2024,Monza,3,43,RIC,COL,1,0
2024,Monza,3,63,RIC,RUS,1,0
2024,Monza,3,77,RIC,BOT,1,1
2024,Monza,4,1,NOR,VER,2,1
2024,Monza,4,11,NOR,PER,1,0
2024,Monza,4,16,NOR,LEC,1,1
2024,Monza,4,23,NOR,ALB,1,0
2024,Monza,4,31,NOR,OCO,1,0
2024,Monza,4,44,NOR,HAM,2,0
2024,Monza,4,55,NOR,SAI,2,1
2024,Monza,10,3,GAS,RIC,1,0
2024,Monza,10,18,GAS,STR,3,0
2024,Monza,10,20,GAS,MAG,1,0
2024,Monza,10,24,GAS,ZHO,2,1
2024,Monza,10,27,GAS,HUL,2,1
2024,Monza,10,43,GAS,COL,1,0
2024,Monza,10,77,GAS,BOT,1,0
2024,Monza,11,1,PER,VER,1,0
2024,Monza,11,4,PER,NOR,1,0
2024,Monza,11,20,PER,MAG,1,1
2024,Monza,11,23,PER,ALB,1,1
2024,Monza,11,31,PER,OCO,1,1
2024,Monza,11,44,PER,HAM,1,0
2024,Monza,11,55,PER,SAI,1,0
2024,Monza,11,63,PER,RUS,5,5
2024,Monza,11,81,PER,PIA,1,0
2024,Monza,14,3,ALO,RIC,2,1
2024,Monza,14,18,ALO,STR,2,0
2024,Monza,14,20,ALO,MAG,1,0
2024,Monza,14,23,ALO,ALB,2,1
2024,Monza,14,24,ALO,ZHO,1,0
2024,Monza,14,27,ALO,HUL,1,1
2024,Monza,14,31,ALO,OCO,1,1
2024,Monza,14,43,ALO,COL,2,1
2024,Monza,14,63,ALO,RUS,2,0
2024,Monza,14,77,ALO,BOT,1,1
2024,Monza,16,1,LEC,VER,1,0
2024,Monza,16,4,LEC,NOR,3,2
2024,Monza,16,11,LEC,PER,1,0
2024,Monza,16,23,LEC,ALB,1,0
2024,Monza,16,55,LEC,SAI,1,0
2024,Monza,16,63,LEC,RUS,1,1
2024,Monza,16,81,LEC,PIA,1,0
2024,Monza,18,3,STR,RIC,1,0
2024,Monza,18,10,STR,GAS,3,1
2024,Monza,18,14,STR,ALO,2,0
2024,Monza,18,20,STR,MAG,1,0
2024,Monza,18,22,STR,TSU,1,1
2024,Monza,18,23,STR,ALB,1,0
2024,Monza,18,24,STR,ZHO,2,2
2024,Monza,18,27,STR,HUL,1,0
2024,Monza,18,31,STR,OCO,1,0
2024,Monza,18,43,STR,COL,1,1
2024,Monza,18,44,STR,HAM,1,0
2024,Monza,18,77,STR,BOT,1,1
2024,Monza,20,3,MAG,RIC,1,1
2024,Monza,20,10,MAG,GAS,1,1
2024,Monza,20,11,MAG,PER,1,0
2024,Monza,20,14,MAG,ALO,2,0
2024,Monza,20,18,MAG,STR,1,0
2024,Monza,20,23,MAG,ALB,1,1
2024,Monza,20,24,MAG,ZHO,1,0
2024,Monza,20,27,MAG,HUL,1,1
2024,Monza,20,31,MAG,OCO,1,0
2024,Monza,20,43,MAG,COL,1,0
2024,Monza,20,63,MAG,RUS,2,0
2024,Monza,20,77,MAG,BOT,1,1
2024,Monza,22,27,TSU,HUL,3,1
2024,Monza,22,31,TSU,OCO,1,0
2024,Monza,23,4,ALB,NOR,1,0
2024,Monza,23,14,ALB,ALO,2,0
2024,Monza,23,16,ALB,LEC,1,0
2024,Monza,23,18,ALB,STR,1,0
2024,Monza,23,31,ALB,OCO,1,0
2024,Monza,23,44,ALB,HAM,1,0
2024,Monza,23,63,ALB,RUS,2,0
2024,Monza,23,77,ALB,BOT,1,1
2024,Monza,24,3,ZHO,RIC,1,0
2024,Monza,24,10,ZHO,GAS,2,0
2024,Monza,24,14,ZHO,ALO,1,0
2024,Monza,24,18,ZHO,STR,3,1
2024,Monza,24,20,ZHO,MAG,1,0
2024,Monza,24,22,ZHO,TSU,1,0
2024,Monza,24,27,ZHO,HUL,2,0
2024,Monza,24,63,ZHO,RUS,1,0
2024,Monza,24,77,ZHO,BOT,1,0
2024,Monza,27,10,HUL,GAS,1,0
2024,Monza,27,18,HUL,STR,1,0
2024,Monza,27,22,HUL,TSU,3,3
2024,Monza,27,24,HUL,ZHO,2,1
2024,Monza,27,31,HUL,OCO,2,0
2024,Monza,31,1,OCO,VER,1,0
2024,Monza,31,3,OCO,RIC,1,0
2024,Monza,31,4,OCO,NOR,1,0
2024,Monza,31,10,OCO,GAS,1,1
2024,Monza,31,11,OCO,PER,1,0
2024,Monza,31,14,OCO,ALO,1,0
2024,Monza,31,18,OCO,STR,1,0
2024,Monza,31,20,OCO,MAG,1,0
2024,Monza,31,22,OCO,TSU,1,1
2024,Monza,31,23,OCO,ALB,1,0
2024,Monza,31,27,OCO,HUL,3,0
2024,Monza,31,44,OCO,HAM,1,0
2024,Monza,31,77,OCO,BOT,1,0
2024,Monza,43,3,COL,RIC,1,0
2024,Monza,43,10,COL,GAS,2,1
2024,Monza,43,14,COL,ALO,2,0
2024,Monza,43,18,COL,STR,2,1
2024,Monza,43,20,COL,MAG,1,0
2024,Monza,43,22,COL,TSU,1,1
2024,Monza,43,27,COL,HUL,1,0
2024,Monza,43,31,COL,OCO,1,0
2024,Monza,43,63,COL,RUS,1,0
2024,Monza,43,77,COL,BOT,2,2
2024,Monza,44,1,HAM,VER,2,0
2024,Monza,44,4,HAM,NOR,2,0
2024,Monza,44,11,HAM,PER,1,0
2024,Monza,44,18,HAM,STR,1,1
2024,Monza,44,23,HAM,ALB,1,0
2024,Monza,44,31,HAM,OCO,1,1
2024,Monza,44,63,HAM,RUS,1,1
2024,Monza,55,1,SAI,VER,1,0
2024,Monza,55,4,SAI,NOR,2,0
2024,Monza,55,11,SAI,PER,1,0
2024,Monza,55,16,SAI,LEC,1,0
2024,Monza,55,63,SAI,RUS,1,1
2024,Monza,55,81,SAI,PIA,2,0
2024,Monza,63,3,RUS,RIC,1,0
2024,Monza,63,11,RUS,PER,5,4
2024,Monza,63,14,RUS,ALO,2,1
2024,Monza,63,18,RUS,STR,1,0
2024,Monza,63,20,RUS,MAG,2,1
2024,Monza,63,23,RUS,ALB,2,1
2024,Monza,63,24,RUS,ZHO,1,0
2024,Monza,63,31,RUS,OCO,1,1
2024,Monza,63,43,RUS,COL,1,0
2024,Monza,63,77,RUS,BOT,1,1
2024,Monza,77,3,BOT,RIC,1,0
2024,Monza,77,10,BOT,GAS,1,0
2024,Monza,77,14,BOT,ALO,1,0
2024,Monza,77,18,BOT,STR,2,0
2024,Monza,77,20,BOT,MAG,1,0
2024,Monza,77,22,BOT,TSU,1,1
2024,Monza,77,23,BOT,ALB,1,0
2024,Monza,77,24,BOT,ZHO,1,1
2024,Monza,77,27,BOT,HUL,1,0
2024,Monza,77,31,BOT,OCO,1,0
2024,Monza,77,43,BOT,COL,2,1
2024,Monza,77,63,BOT,RUS,1,0
2024,Monza,81,1,PIA,VER,1,0
2024,Monza,81,4,PIA,NOR,1,1
2024,Monza,81,11,PIA,PER,1,0
2024,Monza,81,55,PIA,SAI,2,1
2024,Sakhir,1,4,VER,NOR,1,0
2024,Sakhir,1,18,VER,STR,1,0
2024,Sakhir,1,20,VER,MAG,1,0
2024,Sakhir,1,22,VER,TSU,1,0
2024,Sakhir,1,23,VER,ALB,1,0
2024,Sakhir,1,27,VER,HUL,1,0
2024,Sakhir,1,44,VER,HAM,1,0
2024,Sakhir,1,77,VER,BOT,1,0
2024,Sakhir,1,81,VER,PIA,1,0
2024,Sakhir,2,3,SAR,RIC,2,2
2024,Sakhir,2,10,SAR,GAS,1,0
2024,Sakhir,2,14,SAR,ALO,1,0
2024,Sakhir,2,18,SAR,STR,1,0
2024,Sakhir,2,24,SAR,ZHO,1,0
2024,Sakhir,2,27,SAR,HUL,1,0
2024,Sakhir,2,31,SAR,OCO,2,2
2024,Sakhir,2,55,SAR,SAI,1,0
2024,Sakhir,2,77,SAR,BOT,1,0
2024,Sakhir,3,2,RIC,SAR,1,1
2024,Sakhir,3,11,RIC,PER,2,0
2024,Sakhir,3,14,RIC,ALO,1,0
2024,Sakhir,3,16,RIC,LEC,2,0
2024,Sakhir,3,18,RIC,STR,2,0
2024,Sakhir,3,20,RIC,MAG,1,0
2024,Sakhir,3,22,RIC,TSU,1,1
2024,Sakhir,3,23,RIC,ALB,1,0
2024,Sakhir,3,24,RIC,ZHO,2,0
2024,Sakhir,3,27,RIC,HUL,2,0
2024,Sakhir,3,31,RIC,OCO,1,1
2024,Sakhir,3,44,RIC,HAM,1,0
2024,Sakhir,3,55,RIC,SAI,1,0
2024,Sakhir,3,63,RIC,RUS,2,0
2024,Sakhir,3,77,RIC,BOT,1,0
2024,Sakhir,3,81,RIC,PIA,1,0
2024,Sakhir,4,1,NOR,VER,1,0
2024,Sakhir,4,11,NOR,PER,2,0
2024,Sakhir,4,14,NOR,ALO,4,2
2024,Sakhir,4,16,NOR,LEC,2,0
2024,Sakhir,4,22,NOR,TSU,1,0
2024,Sakhir,4,23,NOR,ALB,1,0
2024,Sakhir,4,55,NOR,SAI,1,0
2024,Sakhir,4,63,NOR,RUS,3,0
2024,Sakhir,4,81,NOR,PIA,3,2
2024,Sakhir,10,2,GAS,SAR,1,1
2024,Sakhir,10,16,GAS,LEC,1,0
2024,Sakhir,10,18,GAS,STR,2,0
2024,Sakhir,10,20,GAS,MAG,1,0
2024,Sakhir,10,24,GAS,ZHO,2,0
2024,Sakhir,10,27,GAS,HUL,2,1
2024,Sakhir,10,31,GAS,OCO,2,0
2024,Sakhir,10,63,GAS,RUS,1,0
2024,Sakhir,10,77,GAS,BOT,1,1
2024,Sakhir,11,3,PER,RIC,2,0
2024,Sakhir,11,4,PER,NOR,2,0
2024,Sakhir,11,10,PER,GAS,1,0
2024,Sakhir,11,16,PER,LEC,2,2
2024,Sakhir,11,18,PER,STR,1,0
2024,Sakhir,11,20,PER,MAG,1,0
2024,Sakhir,11,22,PER,TSU,2,0
2024,Sakhir,11,23,PER,ALB,1,0
2024,Sakhir,11,24,PER,ZHO,1,0
2024,Sakhir,11,27,PER,HUL,1,0
2024,Sakhir,11,31,PER,OCO,1,0
2024,Sakhir,11,44,PER,HAM,1,0
2024,Sakhir,11,55,PER,SAI,2,0
2024,Sakhir,11,63,PER,RUS,2,1
2024,Sakhir,11,77,PER,BOT,1,0
2024,Sakhir,11,81,PER,PIA,1,0
2024,Sakhir,14,2,ALO,SAR,1,0
2024,Sakhir,14,3,ALO,RIC,1,0
2024,Sakhir,14,4,ALO,NOR,3,0
2024,Sakhir,14,10,ALO,GAS,1,0
2024,Sakhir,14,11,ALO,PER,1,0
2024,Sakhir,14,16,ALO,LEC,2,0
2024,Sakhir,14,18,ALO,STR,2,1
2024,Sakhir,14,20,ALO,MAG,1,0
2024,Sakhir,14,22,ALO,TSU,1,0
2024,Sakhir,14,23,ALO,ALB,1,0
2024,Sakhir,14,24,ALO,ZHO,3,2
2024,Sakhir,14,27,ALO,HUL,1,0
2024,Sakhir,14,31,ALO,OCO,1,0
2024,Sakhir,14,44,ALO,HAM,3,0
2024,Sakhir,14,55,ALO,SAI,1,0
2024,Sakhir,14,63,ALO,RUS,2,0
2024,Sakhir,14,77,ALO,BOT,1,0
2024,Sakhir,14,81,ALO,PIA,3,0
2024,Sakhir,16,3,LEC,RIC,2,0
2024,Sakhir,16,4,LEC,NOR,2,0
2024,Sakhir,16,10,LEC,GAS,1,0
2024,Sakhir,16,11,LEC,PER,1,1
2024,Sakhir,16,14,LEC,ALO,2,1
2024,Sakhir,16,18,LEC,STR,1,0
2024,Sakhir,16,20,LEC,MAG,1,0
2024,Sakhir,16,22,LEC,TSU,2,0
2024,Sakhir,16,23,LEC,ALB,2,0
2024,Sakhir,16,27,LEC,HUL,1,0
2024,Sakhir,16,44,LEC,HAM,2,0
2024,Sakhir,16,55,LEC,SAI,2,1
2024,Sakhir,16,63,LEC,RUS,3,2
2024,Sakhir,16,77,LEC,BOT,2,0
2024,Sakhir,16,81,LEC,PIA,2,0
2024,Sakhir,18,1,STR,VER,1,0
2024,Sakhir,18,2,STR,SAR,1,0
2024,Sakhir,18,3,STR,RIC,2,0
2024,Sakhir,18,10,STR,GAS,1,0
2024,Sakhir,18,11,STR,PER,1,0
2024,Sakhir,18,14,STR,ALO,2,0
2024,Sakhir,18,16,STR,LEC,1,0
2024,Sakhir,18,20,STR,MAG,2,0
2024,Sakhir,18,22,STR,TSU,2,0
2024,Sakhir,18,23,STR,ALB,2,0
2024,Sakhir,18,24,STR,ZHO,1,1
2024,Sakhir,18,27,STR,HUL,2,0
2024,Sakhir,18,31,STR,OCO,1,0
2024,Sakhir,18,55,STR,SAI,1,0
2024,Sakhir,18,63,STR,RUS,1,0
2024,Sakhir,18,77,STR,BOT,4,2
2024,Sakhir,20,1,MAG,VER,1,0
2024,Sakhir,20,3,MAG,RIC,2,0
2024,Sakhir,20,10,MAG,GAS,1,0
2024,Sakhir,20,11,MAG,PER,1,0
2024,Sakhir,20,14,MAG,ALO,1,0
2024,Sakhir,20,16,MAG,LEC,1,0
2024,Sakhir,20,18,MAG,STR,2,0
2024,Sakhir,20,22,MAG,TSU,1,1
2024,Sakhir,20,23,MAG,ALB,3,0
2024,Sakhir,20,24,MAG,ZHO,2,1
2024,Sakhir,20,27,MAG,HUL,3,1
2024,Sakhir,20,55,MAG,SAI,1,0
2024,Sakhir,20,63,MAG,RUS,1,0
2024,Sakhir,20,77,MAG,BOT,1,0
2024,Sakhir,22,1,TSU,VER,1,0
2024,Sakhir,22,3,TSU,RIC,2,0
2024,Sakhir,22,4,TSU,NOR,1,0
2024,Sakhir,22,10,TSU,GAS,1,0
2024,Sakhir,22,11,TSU,PER,3,0
2024,Sakhir,22,14,TSU,ALO,2,0
2024,Sakhir,22,16,TSU,LEC,2,0
2024,Sakhir,22,18,TSU,STR,2,1
2024,Sakhir,22,20,TSU,MAG,1,0
2024,Sakhir,22,23,TSU,ALB,3,0
2024,Sakhir,22,24,TSU,ZHO,2,0
2024,Sakhir,22,27,TSU,HUL,3,1
2024,Sakhir,22,44,TSU,HAM,2,0
